Id_destinasi,Nama,Rating,Jam Operasional,Tiket Masuk,Kategori,Kota,Lokasi,Deskripsi
244,wahoo world,4.5,11.00-21.00 WIB,Rp85.000-Rp200.000,"Keluarga,Air",Bandung,https://maps.app.goo.gl/Ent5HxiYMiXuMoe78,"Wahoo World adalah waterpark terbesar di Jawa Barat yang menawarkan berbagai wahana permainan air yang seru dan menantang. Anda bisa menikmati seluncuran terbesar dan tercepat di Asia Tenggara, kolam ombak, kolam arus, dan banyak lagi. Wahoo World juga memiliki fasilitas yang lengkap seperti foodcourt, locker, mushola, dan toko souvenir. Wahoo World berlokasi di Jl. Pancatengah Parahyangan St no. 1, Kelurahan / Desa Jaya Mekar, Kecamatan Padalarang, Kabupaten Bandung Barat. Tiket masuknya berkisar antara Rp 90.000 hingga Rp 150.000 per orang, tergantung hari dan musim"
245,D'rarch,4.6, 08.00-18.00 WIB,Rp25.000-Rp200.000,"Keluarga,Petualangan,Pendidikan",Bandung,https://maps.app.goo.gl/sPErZYUC7TDCGsUJ8,"Daerah adalah sebuah tempat wisata yang mengusung konsep fantasy dan adventure. Anda bisa menjelajahi berbagai zona yang terinspirasi dari cerita-cerita fantasi seperti Harry Potter, Lord of the Rings, dan Narnia. Anda juga bisa berinteraksi dengan berbagai karakter dan makhluk ajaib yang ada di sana. Selain itu, Anda juga bisa menikmati berbagai wahana permainan, pertunjukan, dan kuliner khas D’rarch. D’rarch berlokasi di Jl. Raya Lembang No. 108, Gudangkahuripan, Lembang, Kabupaten Bandung Barat. Tiket masuknya adalah Rp 50.000 per orang, dan Anda juga perlu membayar biaya tambahan untuk beberapa wahana tertentu"
246,floating market,4.5,08.00-18.00 WIB,Rp30.000-Rp60.000,"Keluarga,Air,Kuliner",Bandung,https://maps.app.goo.gl/3RDZZkRwMtJuRhmx5,"Floating Market adalah sebuah tempat wisata yang meniru konsep pasar terapung yang ada di Thailand. Anda bisa menemukan berbagai stand kuliner dan souvenir yang berada di atas perahu-perahu kayu. Anda juga bisa menyewa perahu untuk mengelilingi danau dan melihat pemandangan sekitar. Selain itu, Anda juga bisa menikmati berbagai fasilitas lain seperti taman bunga, kandang kelinci, bumper boat, dan lain-lain. Floating Market berlokasi di Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat. Tiket masuknya adalah Rp 20.000 per orang pada hari biasa, dan Rp 30.000 per orang pada akhir pekan dan hari libur. Anda juga perlu menggunakan kartu khusus untuk bertransaksi di dalam area Floating Market"
247,dusun bambu,4.4,08.00-18.00 WIB,Rp15.000-Rp100.000,"Keluarga,Pendidikan,Kuliner",Bandung,https://maps.app.goo.gl/3Hvg5d4RqTtT3s3GA,"Dusun Bambu adalah sebuah tempat wisata yang menggabungkan konsep ekowisata dan agrowisata. Anda bisa menikmati keindahan alam dan budaya tradisional Sunda di sini. Anda juga bisa menginap di berbagai pilihan akomodasi yang unik dan nyaman, seperti villa, glamping, atau burung. Anda juga bisa mencoba berbagai aktivitas menarik, seperti bersepeda, memancing, memetik buah, dan lain-lain. Dusun Bambu juga memiliki berbagai restoran dan kafe yang menyajikan kuliner lezat dan sehat. Dusun Bambu berlokasi di Jl. Kolonel Masturi km 11, Kertawangi, Cisarua, Kabupaten Bandung Barat. Tiket masuknya adalah Rp 20.000 per orang, dan Anda juga perlu membayar biaya tambahan untuk beberapa fasilitas tertentu"
248,taman bunga begonia,3.9,08.00-18.00 WIB,Rp10.000-Rp25.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/gQryyMnEaDgFpXvg7,"Taman Bunga Begonia adalah sebuah kebun bunga yang memiliki koleksi lebih dari 50 jenis bunga yang indah dan berwarna-warni. Anda bisa berjalan-jalan di antara bunga-bunga yang tertata rapi, atau berfoto di berbagai spot instagramable yang ada di sana. Anda juga bisa belajar tentang berbagai jenis bunga dan cara menanamnya. Selain bunga, Anda juga bisa melihat berbagai jenis sayur, buah, dan tanaman hias yang ditanam di sini. Anda juga bisa berinteraksi dengan kelinci yang lucu di kandangnya. Taman Bunga Begonia juga memiliki beberapa kafe dan warung yang menyediakan makanan dan minuman ringan. Taman Bunga Begonia berlokasi di Jl. Maribaya No. 120 A, Cibodas, Lembang, Kabupaten Bandung Barat. Tiket masuknya adalah Rp 10.000 per orang, dan Anda juga perlu membayar biaya tambahan untuk beberapa wahana tertentu"
249,cikole glamping camp park,4.5,08.00-22.00 WIB,Rp20.000-Rp200.000,"Keluarga,Alam,Petualangan",Bandung,https://maps.app.goo.gl/onQ53V4jNgQwNU3BA,"Cikole Glamping Camp Park adalah tempat wisata yang menawarkan pengalaman menginap di tenda-tenda mewah yang dilengkapi dengan fasilitas modern. Tempat ini berada di kawasan hutan pinus yang asri dan sejuk, cocok untuk bersantai dan menikmati alam. Anda juga bisa melakukan berbagai aktivitas seperti outbound, paintball, flying fox, dan lain-lain"
250,dago dreampark,4.6,10.00-20.00 WIB,Rp30.000-Rp840.000,"Keluarga,Pendidikan,Kuliner",Bandung,https://maps.app.goo.gl/XyHRHQSLcYoQ9wT36,"Dago Dreampark adalah tempat wisata alam yang menghadirkan suasana alam pegunungan dengan berbagai wahana-wahana spot foto yang Instagramable. Anda bisa mencoba Wood Bridge, jembatan kayu yang membentang di atas lembah, Sky Tree, pohon buatan yang tinggi dan memiliki tangga spiral, Sky Bike, sepeda gantung yang melintasi udara, dan banyak lagi"
251,orchid forest,4.2,08.00-18.00 WIB,Rp40.000-Rp100.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/WJvsvsQBh6WpiQt27,"Orchid Forest Cikole adalah taman anggrek terbesar di Indonesia yang berada di tengah kawasan hutan di Lembang. Anda bisa melihat berbagai jenis anggrek yang indah dan langka dari dalam dan luar negeri. Selain itu, Anda juga bisa menikmati atraksi menarik seperti Flying Fox, Sky Bridge, Bird Aviary, dan Neko Cat Cafe"
252,lembang park and zoo,4.6,09.00-17.00 WIB,Rp50.000-Rp70.000,"Keluarga,Petualangan,Pendidikan",Bandung,https://maps.app.goo.gl/rLnLuQBxUsyP14gN6,"Lembang Park and Zoo adalah tempat wisata yang mengombinasikan taman rekreasi dan kebun binatang. Anda bisa bertemu dengan berbagai satwa seperti harimau, singa, gajah, beruang, dan lain-lain. Anda juga bisa memberi makan dan berinteraksi dengan beberapa di antaranya. Selain itu, Anda juga bisa mencoba berbagai wahana seperti Flying Fox, Kora-Kora, ATV, dan lain-lain"
253,bandung zoological garden,4.7,08.00-17.00 WIB,Rp50.000,"Keluarga,Petualangan,Pendidikan",Bandung,https://maps.app.goo.gl/7KBBTM4hAcrzzxdKA,"Bandung Zoological Garden adalah kebun binatang yang sudah ada sejak zaman penjajahan Jepang. Tempat ini memiliki koleksi sekitar 213 jenis satwa, baik yang dilindungi maupun yang tidak. Anda bisa melihat berbagai hewan seperti unta, gajah, binturong, meerkat, dan lain-lain. Anda juga bisa menikmati fasilitas seperti taman bermain, teater satwa, perahu kayuh, dan lain-lain"
254,TSM bandung,4.1,10.00-22.00 WIB,Rp200.000-Rp300.000,"Keluarga,Petualangan",Bandung,https://maps.app.goo.gl/w1RQ4YHdUsqc8G8s8,"TSM Bandung adalah singkatan dari Trans Studio Mall Bandung, sebuah pusat perbelanjaan yang terintegrasi dengan taman hiburan indoor Trans Studio Bandung. Di sini, Anda bisa menikmati berbagai wahana seru yang terbagi menjadi tiga zona, yaitu Studio Center, Magic Corner, dan Lost City. Anda juga bisa menyaksikan empat pertunjukan kelas dunia yang menampilkan aksi super hero, drama musikal, dan lain-lain"
255,the great asia afrika lembang,4.7,09.00-17.00 WIB,Rp50.000,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/JGhACLe76Lgwd5Th9,"The Great Asia Afrika Lembang adalah tempat wisata yang menampilkan keindahan arsitektur dan budaya dari tujuh negara di kawasan Asia dan Afrika, yaitu Thailand, Korea Selatan, Indonesia, Jepang, India, Afrika, dan Timur Tengah. Anda bisa melihat replika bangunan-bangunan ikonik seperti Fushimi Inari Taisha, Bukchon Hanok Village, Candi Borobudur, dan lain-lain. Anda juga bisa membeli souvenir, makanan, dan belajar tentang tradisi masing-masing negara"
256,maribaya resort,4.5,08.00-18.00 WIB,Rp40.000,"Keluarga,Alam,Petualangan",Bandung,https://maps.app.goo.gl/Ap5jwspr2eRQTqC46,"Maribaya Resort adalah tempat wisata alam yang menawarkan panorama air terjun dan sumber air panas. Anda bisa menikmati pemandangan alam yang asri dan sejuk, serta berendam di kolam air panas yang dipercaya memiliki khasiat menyembuhkan berbagai penyakit. Anda juga bisa melakukan aktivitas lain seperti berkuda, flying fox, outbound, dan berfoto di spot-spot instagramable"
257,lembang wonderland,4.3,10.00-21.00 WIB,Rp35.000-Rp100.000,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/JLwKPLuwiwFBjxL69,"Lembang Wonderland adalah tempat wisata yang mengusung tema dunia fantasi yang penuh warna dan gemerlap. Anda bisa melihat berbagai ornamen yang unik dan menarik, seperti es krim raksasa, negeri salju, jembatan permen, dan lain-lain. Anda juga bisa mencoba berbagai wahana seperti rumah pohon, sepeda gantung, danau buatan, dan lain-lain. Tempat ini cocok untuk liburan keluarga dan anak-anak"
258,taman lembah dewata,4.4,08.00-18.00 WIB,Rp20.000-Rp25.000,"Keluarga,Alam,Air",Bandung,https://maps.app.goo.gl/V56xarnyAwaWdh6K9,"Taman Lembah Dewata adalah tempat wisata yang menyuguhkan pemandangan alam cantik berupa perbukitan dan danau buatan. Fasilitas dan wahana rekreasinya pun terbilang cukup lengkap. Anda bisa berkuda, bersepeda, bermain perahu, berfoto, atau menikmati kuliner di kawasan ini. Taman ini juga sering dijadikan lokasi prewedding karena keindahannya"
259,kiara arta park,4.3,08.00-22.00 WIB,Rp10.000,"Keluarga,Air,Pendidikan",Bandung,https://maps.app.goo.gl/efN71rMEqeXXMZFD6,"Kiara Artha Park adalah wisata taman modern di Kota Bandung yang menampilkan berbagai ornamen dan wahana yang unik dan menarik. Anda bisa melihat replika bangunan-bangunan ikonik dari berbagai negara, seperti Menara Eiffel, Patung Liberty, dan Candi Borobudur. Anda juga bisa mencoba wahana seperti air mancur menari, kampung Korea, lollipop garden, dan lain-lain"
260,bird and bromelia pavilion,4.6,08.00-18.00 WIB,Rp50.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/NQpsXp5WqmQpx6jL9,"Bird and Bromelia Pavilion adalah wisata keluarga dan edukasi di Lembang yang menyuguhkan koleksi burung dan bunga bromelia yang beragam dan indah. Anda bisa belajar lebih banyak dan berinteraksi dengan burung-burung yang ada di sini, seperti merpati, angsa, kalkun, dan merak. Anda juga bisa menikmati panorama taman bunga bromelia yang menawan dan berfoto di spot-spot instagramable"
261,the lodge maribaya,4.3,08.00-18.00 WIB,Rp50.000-Rp125.000,"Keluarga,Petualangan,Kuliner",Bandung,https://maps.app.goo.gl/3szfMvi4qvB8F1LF6,"The Lodge Maribaya adalah wisata alam di Lembang yang mengusung konsep outdoor dan adventure. Anda bisa melakukan aktivitas seperti trekking, camping, berkeliling hutan pinus, atau bersantai sembari menikmati kuliner khas Bandung. Anda juga bisa mencoba berbagai wahana yang menantang dan memacu adrenalin, seperti hot air balloon, zip bike, gantole, dan lain-lain"
262,Batu pineus riverside,4.3,08.00-18.00 WIB,Rp600.000,"Alam,Air,Petualangan",Bandung,https://maps.app.goo.gl/tNumZHaJpF32ou8E8,"Batu Pineus Riverside adalah wisata alam di Pangalengan yang menawarkan pengalaman camping seru bersama keluarga dan teman. Anda bisa berkemah di hamparan hutan pinus yang hijau dan sejuk, serta bermain di pinggir Sungai Palayangan yang jernih. Anda juga bisa menikmati fasilitas seperti tungku perapian, toilet, dan sarapan. Jika ingin lebih berpetualang, Anda bisa mencoba wahana rafting yang menguji nyali"
263,paris van java mall,4.8,10.00-22.00 WIB,Gratis,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/QReJKTis5xsEG2yb9,"Paris Van Java Mall adalah pusat perbelanjaan yang mengusung konsep ala Eropa dengan nuansa outdoor. Anda bisa menemukan berbagai toko, restoran, dan kafe yang menjual barang-barang branded dan makanan lezat. Anda juga bisa menikmati berbagai tempat hiburan, seperti bioskop, ice skating, dan taman bermain. Mall ini juga memiliki sky level yang menawarkan pemandangan kota Bandung yang indah"
264,obsevatorium boscha,4.6,08.00-17.00 WIB,Rp50.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/7KcBeR1jhpMxpZD48,"Observatorium Bosscha adalah destinasi wisata edukasi yang menawarkan pengamatan bintang dan astronomi di Bandung. Observatorium ini didirikan pada tahun 1923 oleh pemerintah Hindia Belanda dan merupakan observatorium tertua di Indonesia. Observatorium ini memiliki beberapa teleskop, museum, dan perpustakaan yang berisi koleksi benda-benda dan buku-buku mengenai astronomi."
265,saung angklung udjo,4.5,09.00-17.00 WIB,Rp40.000-Rp100.000,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/V2LE292NgFhQkDha8,"Saung Angklung Udjo adalah tempat wisata budaya yang memperkenalkan seni dan tradisi Sunda, khususnya angklung, alat musik bambu yang digoyangkan. Saung Angklung Udjo didirikan pada tahun 1966 oleh Udjo Ngalagena, seorang pengrajin dan seniman angklung. Di sini, pengunjung dapat menyaksikan pertunjukan angklung, tari, wayang, dan lain-lain, serta belajar membuat dan memainkan angklung."
266,kampung adat cireundeu,4.7,08.00-17.00 WIB,Gratis,"Petualangan,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/1ZzSApWJ5TeibwPn7,"Kampung Adat Cireundeu adalah tempat wisata yang menampilkan kehidupan masyarakat Sunda yang masih memegang teguh adat dan kepercayaan Sunda Wiwitan. Kampung ini berada di sebuah lembah yang dikelilingi oleh tiga gunung, yaitu Gunung Gajahlangu, Gunung Kunci, dan Gunung Cimenteng. Di sini, pengunjung dapat melihat rumah-rumah panggung, hutan larangan, hutan reboisasi, hutan pertanian, serta upacara-upacara adat yang dilakukan oleh warga kampung."
267,museum geologi,4.7,08.00-16.00 WIB,Rp5.000-Rp10.000,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/p5PQzHSmymBecASn7,"Museum Geologi adalah tempat wisata edukasi yang menyimpan berbagai koleksi materi geologi, seperti fosil, batuan, mineral, dan lain-lain. Museum ini didirikan pada tahun 1929 sebagai bagian dari Dinas Pertambangan Hindia Belanda. Museum ini memiliki empat ruangan yang berbeda, yaitu Ruang Geologi Indonesia, Ruang Sejarah Kehidupan, Ruang Geologi Regional, dan Ruang Bencana Geologi."
268,museum KAA-braga,4.6,08.00-17.00 WIB,Rp50.000,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/yHTY1vioKEWWX4FG8,"Museum Konferensi Asia Afrika adalah tempat wisata sejarah yang mengabadikan peristiwa Konferensi Asia Afrika yang diselenggarakan di Bandung pada tahun 1955. Konferensi ini merupakan pertemuan antara 29 negara dari Asia dan Afrika yang membahas tentang kerjasama, perdamaian, dan kemerdekaan. Museum ini berlokasi di Gedung Merdeka, tempat sidang utama konferensi tersebut. Di sini, pengunjung dapat melihat berbagai memorabilia, foto, dokumen, dan rekaman audio yang berkaitan dengan konferensi tersebut."
269,amazing art world,4.7,10.00-20.00 WIB,Rp80.000-Rp170.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/9ugoyyeEYSFxQQvt6,"Amazing Art World adalah tempat wisata yang menawarkan pengalaman unik melalui lukisan 3D yang memukau, memancing imajinasi dengan visualisasi yang menakjubkan. Di sini, pengunjung dapat berfoto dengan instalasi-instalasi seni ini, menciptakan ilusi optik menarik di foto-foto yang diambil. Galeri ini memiliki 13 zona unik dengan tema yang berbeda-beda, seperti Animal Zone, Aqua Zone, Horror Zone, dan lain-lain"
270,museum pos indonesia,4.3,08.00-16.00 WIB,Gratis,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/6FKsKfQTA5XZU2dF6,"Museum Pos Indonesia adalah tempat wisata sejarah yang menyimpan berbagai koleksi yang berkaitan dengan sejarah pos di Indonesia. Museum ini didirikan pada tahun 1931 sebagai Museum PTT (Pos Telegrap dan Telepon) oleh pemerintah Hindia Belanda. Museum ini memiliki koleksi berupa prangko-prangko, foto-foto, peralatan pos, dan lain-lain yang bernilai sejarah. Museum ini juga menampilkan sejarah perkembangan pos dari masa penjajahan hingga masa kemerdekaan"
271,museum mandala wangsit siliwangi,4.6,08.00-16.00 WIB,Gratis,"Keluarga,Sejarah&Budaya,Pendidikan",Bandung,https://maps.app.goo.gl/macEPffL5HJYQ3dt5,"Museum Mandala Wangsit Siliwangi adalah museum militer yang berada di Kota Bandung yang menyimpan berbagai koleksi yang berkaitan dengan sejarah perjuangan Pasukan Komando Siliwangi. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini memiliki koleksi berupa senjata tradisional Sunda, senjata modern, panser, meriam, kendaraan lapis baja, dan lain-lain. Museum ini juga memiliki galeri lukisan yang menggambarkan peristiwa-peristiwa sejarah, seperti Bandung Lautan Api dan peracunan"
272,selasar sunaryo,4.5,10.00-19.00 WIB,Rp35.000,Pendidikan,Bandung,https://maps.app.goo.gl/yAjBgyncwQkHM6a37,"Selasar Sunaryo Art Space adalah galeri seni yang berlokasi di Bandung, Jawa Barat. Galeri seni ini resmi berdiri sejak 1998 dengan tujuan untuk mendukung perkembangan seni rupa di Indonesia. Galeri seni yang dibangun oleh Sunaryo ini menggambarkan area terbuka untuk mempertemukan karya seni pada audiensnya. Galeri ini memiliki dua lantai, yang lantai pertama diisi oleh karya-karya Sunaryo, dan lantai kedua diisi oleh karya-karya seniman lain. Galeri ini juga memiliki taman seni patung, kafe, toko kerajinan, dan workshop"
273,nu art studio,4.6,10.00-19.00 WIB,Rp25.000,Pendidikan,Bandung,https://maps.app.goo.gl/3NorxrnRfTKCjrPK9,"NuArt Sculpture Park adalah museum galeri seni patung yang terletak di Bandung, Jawa Barat. Museum ini merupakan pusat seni patung karya Nyoman Nuarta, seorang seniman kontemporer yang terkenal sebagai pembuat desain final bangunan istana negara di IKN Nusantara. Museum ini menampilkan berbagai karya seni patung dan lukisan karya Nyoman Nuarta, dari awal karier hingga karya terbaru. Museum ini juga merupakan tempat proses pembuatan patung Garuda Wisnu Kencana, salah satu karya fenomenal Nyoman Nuarta"
274,galeri soemardja,4.8,09.00-17.00 WIB,Gratis,Pendidikan,Bandung,https://maps.app.goo.gl/9bhtuzzWJm7fFhtG9,"Galeri Soemardja adalah galeri seni tertua di Indonesia yang berada di kampus Institut Teknologi Bandung (ITB). Galeri ini menampilkan berbagai karya seni visual, baik dari seniman ITB maupun dari luar. Galeri ini juga mengadakan pameran retrospektif, seminar, dan lokakarya seni untuk mengeksplorasi sejarah seni Bandung"
275,Kampung Daun Culture Gallery & Cafe,4.7,09.00-17.00 WIB,Rp15.000-Rp450.000,"Keluarga,Alam,Kuliner",Bandung,https://maps.app.goo.gl/gYVG1jP69rL125E86,"Kampung Daun Culture Gallery & Cafe adalah tempat wisata kuliner yang menawarkan konsep tempat makan yang menyatu dengan alam di alam terbuka. Di sini, pengunjung dapat menikmati berbagai menu makanan, mulai dari tradisional hingga modern, sambil menikmati pemandangan alam yang indah dan udara yang sejuk. Ada juga fasilitas permainan, monumen, dan galeri seni di tempat ini"
276,kala cemara,4.6,09.00-17.00 WIB,Rp20.000-Rp250.000,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/EMe2DF1VJv2ccFKi6,"Kala Cemara adalah kafe yang berlokasi di Horison Green Forest Bandung yang memiliki konsep outdoor dengan banyak tanaman hijau dan unsur alam. Kafe ini memiliki banyak spot foto yang menarik, seperti tenda, ayunan, hammock, dan permainan catur. Kafe ini juga menyajikan berbagai menu makanan dan minuman yang lezat, seperti dimsum, suki, steak, dan ronde jahe"
277,jl. Dipati ukur,4.8, 24 jam,Rp10.000-Rp50.000,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/EVRbSFb6JVDqAJdA7,"Jalan Dipati Ukur adalah jalan yang populer di Bandung, terutama di kalangan mahasiswa. Di jalan ini terdapat beberapa kampus, gedung bersejarah, dan lokasi kuliner. Salah satu gedung bersejarah yang ada di jalan ini adalah Monumen Perjuangan Rakyat Jawa Barat, yang berbentuk bambu runcing dengan gaya arsitektur modern. Monumen ini merupakan museum sejarah perjuangan rakyat Jawa Barat"
278,jl. Lengkong kecil,4,24 jam,Rp10.000-Rp50.000,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/hPXYHu7DDqMZYUxe9,"Jalan Lengkong Kecil adalah jalan yang menjadi pusat kuliner malam di Bandung. Di jalan ini terdapat banyak stan makanan yang menjual berbagai macam pilihan, seperti dimsum, suki, angkringan, susu murni, dan roti bakar. Jalan ini juga memiliki suasana yang gemerlap dengan lampu-lampu yang menerangi jalanan. Jalan ini cocok untuk wisatawan yang ingin mencicipi kuliner Bandung"
279,RM.saung apung darmaga cililin,4.2,07.00-22.00 WIB,Rp30.000-Rp60.000,"Keluarga,Air,Kuliner",Bandung,https://maps.app.goo.gl/RkDdLE2Tt9TCNSMk6,"RM Saung Apung Darmaga Cililin adalah sebuah restoran yang terletak di pinggir Waduk Saguling, Bandung Barat. Di sini, pengunjung dapat menikmati berbagai menu makanan khas Sunda, seperti ikan bakar, ayam goreng, nasi liwet, dan karedok. Selain itu, pengunjung juga dapat menikmati pemandangan alam yang indah dan sejuk, serta berfoto di spot-spot menarik yang ada di sekitar restoran"
280,gor padjadjaran,4.1,06.00-22.00 WIB,Rp2.000-Rp15.000,"Keluarga,Kuliner",Bandung,https://maps.app.goo.gl/6TRAwUTb6VgwMfRb7,"GOR Padjadjaran adalah sebuah gelanggang olahraga serbaguna di Kota Bandung, Jawa Barat. Gelanggang olahraga ini umumnya digunakan untuk olahraga basket dan bulu tangkis. Dibangun pada tahun 1974 dengan kapasitas 2.500 penonton, gelanggang olahraga ini juga sering menjadi tempat penyelenggaraan berbagai acara, seperti pameran, konser, seminar, kuliner dan lain-lain"
281,cibadak culinary night,4.5,16.00-22.00 WIB,Rp10.000-Rp50.000,"Keluarga,Sejarah&Budaya,Kuliner",Bandung,https://maps.app.goo.gl/U5PHfKKfHhFze9s76,"Cibadak Culinary Night adalah sebuah destinasi kuliner malam yang berada di sepanjang Jalan Cibadak, Bandung. Di sini, pengunjung dapat menemukan berbagai macam makanan, mulai dari tradisional hingga modern, seperti dimsum, suki, swike, sate, soto, pisang keju, wedang ronde, dan lain-lain. Selain itu, Cibadak Culinary Night juga memiliki suasana yang gemerlap dengan lampu-lampu yang menerangi jalanan dan lampion-lampion yang menghiasi langit-langit. Tempat ini cocok untuk wisatawan yang ingin mencicipi kuliner Bandung"
282,taman lalu lintas,4.6,08.00-16.00 WIB,Rp10.000-Rp15.000,"Keluarga,Pendidikan",Bandung,https://maps.app.goo.gl/2jC8KaFUyG48NS5Y9,"Taman Lalu Lintas Ade Irma Suryani Nasution adalah sebuah pusat rekreasi edukatif untuk anak-anak dan keluarga di Bandung. Di sini, ada beragam alat peraga lalu-lintas untuk latihan membaca rambu-rambu lalu lintas. Selain itu, ada juga miniatur jalan raya dan berbagai bangunan, yang membuat sesi belajar dan bermain kian seru. Taman ini juga memiliki berbagai wahana permainan, seperti ayunan, perosotan, jungkat-jungkit, komedi putar, dan kereta api mini. Taman ini juga memiliki kolam renang yang dikhususkan untuk anak-anak"
283,Kampung adat Mahmud,4.4,09.00-17.00 WIB,Rp25.000,"Sejarah&Budaya,Religi",Bandung,https://maps.app.goo.gl/cqqD1EJsruRxoPdi7,"Kampung Adat Mahmud adalah sebuah kampung adat yang terdapat di Kabupaten Bandung. Terletak di RW 04 Desa Mekar Rahayu, Kecamatan Margaasih, Kabupaten Bandung bagian selatan. Kampung ini didirikan oleh Eyang Dalem H. Abdul Manaf, yang merupakan keturunan Syarif Hidayatullah. Kampung ini memiliki ciri khas dalam tata cara berkehidupan yang berpedoman pada agama Islam yang sangat kuat. Kampung ini juga memiliki sejarah yang berkaitan dengan perjuangan melawan penjajahan Belanda5"
284,Keraton Kasepuhan Cirebon,4.5,08.00-16.00 WIB,Rp20.000,"Keluarga,Sejarah&Budaya,Religi",Cirebon,https://maps.app.goo.gl/qehg8f9jKu9KVNuU6,"Keraton ini adalah istana kerajaan yang kaya sejarah, dengan arsitektur yang memukau dan museum yang mengungkapkan warisan budaya Cirebon."
285,Museum Pusaka Keraton Kasepuhan,4.4,09.00-15.00 WIB,Rp5.000,"Sejarah&Budaya,Pendidikan",Cirebon,https://maps.app.goo.gl/E1r2zeysWkPm7K1D8,"Museum ini mengulas sejarah perang dan senjata tradisional Indonesia, menarik untuk pecinta sejarah"
286,Museum Pusaka Keraton Kanoman,4.5,09.00-17.00 WIB,Rp15.0000,"Sejarah&Budaya,Pendidikan",Cirebon,https://maps.app.goo.gl/XuLRWJRFZy6zcnsTA,"Museum ini menimpan Pusaka Keraton Kanoman. Di sini tersimpan banyak benda peninggalan masa lampau, seperti gamelan, ukiran dinding dan tombak."
287,Museum Kacirebonan,4.6,08.00-17.00 WIB,Rp10.000,"Sejarah&Budaya,Pendidikan",Cirebon,https://maps.app.goo.gl/PbGmr7J1oJikX6yA9,Museum Kacirebonan yang merupakan museum dengan koleksi Gamelan Denggung yang terkenal akan kisah mistisnya.
288,Museum Trupark,4.4,08.00-20.00 WIB,Rp50.000,"Keluarga,Sejarah&Budaya,Pendidikan",Cirebon,https://maps.app.goo.gl/s5GNBtiUKJK3TaEm8,Museum Trupark ini adalah sebuah museum seni yang menawarkan pengalaman tentang batik dengan interaksi dan edukasi ringan.
289,Griya Hidroponik,4.8,08:00-17.00 WIB,Rp50.000,"Alam,Pendidikan",Cirebon,https://maps.app.goo.gl/muLBKGXgMGkREJPA8,Tempat ini memperkenalkan pengunjung pada dunia Hidropnonik.
290,Gedung Perundingan Linggarjati,4.6,08.00-16.00 WIB,Rp3.000,Sejarah&Budaya,Kuningan,https://maps.app.goo.gl/SZSPpGi7JffyhdNF6,Tempat ini dulunya menjadi sebuah tempat perundingan antara pemerintah Republik Indonesia dengan Pemerintahan Belanda pada tanggal 10 sampai 13 November.
291,Taman Purbakala Cipari,4.4,08.00-16.00 WIB,Rp5.000,"Sejarah&Budaya,Pendidikan",Kuningan,https://maps.app.goo.gl/juMErYXC4xm2KLMq5,Taman Purbakala Cipari adalah situs arkeologi yang terkenal karena penemuan prasasti-prasasti Canggal yang berasal dari abad ke-8 Masehi. Situs ini memberikan wawasan tentang sejarah dan peradaban masa lalu di wilayah tersebut.
292,Desa Cibuntu,4.6,07.00-17.00 WIB,Rp5.000,"Alam,Petualangan,Pendidikan",Kuningan,https://maps.app.goo.gl/PZpBJtGpmzmYWMqQ9,"Desa Cibuntu adalah sebuah desa tradisional yang menjaga kebudayaan dan adat-istiadat Jawa dengan baik. Desa ini menawarkan pengunjung pengalaman untuk merasakan kehidupan pedesaan yang tenang dan alami. Anda dapat melihat rumah-rumah penduduk yang berarsitektur Jawa tradisional, serta mengamati kehidupan sehari-hari masyarakat setempat."
293,Glamping Saraeland,3.8,08.00-17.00 WIB,Rp25.000,"Keluarga,Air,Pendidikan",Kuningan,https://maps.app.goo.gl/pZ4XsEq5ms7b4Cu86,"Glamping Saraeland salah satu destinasi di Kabupaten Jawa Barat yang menawarkan wisata edukasi perkantoran. Selain itu, Saraeland terletak di Desa Palutungan Kecamatan Cigugur Kabupaten Kuningan juga menyajikan view pegunungan dan udara khas yang segar juga hembusan angin yang menyejukkan."
